cxc_id,num_cta,cod_apli_prod,descri_cod_apli_prod,cod_trn,descri_cod_trn,creation_date,reference_date,vlr_original,target_paid_120d,payment_probability_120d_oof,risk_segment,expected_full_recovery_120d,expected_non_full_recovery_exposure_120d
CXC_000081,59732949239,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2024-11-25,2025-10-11,2652.4,0,0.30232480835508463,alto_riesgo,801.8863216810265,1850.5136783189735
CXC_000082,21254199574,S,AHORRO,627,TRANSFERENCIA BILLETERA A,2025-01-12,2025-10-11,507.19,0,0.1890496644602161,alto_riesgo,95.884099317577,411.305900682423
CXC_000083,32228459035,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-01-16,2025-10-11,2354.68,0,0.2971720531752306,alto_riesgo,699.7450901706519,1654.9349098293478
CXC_000084,19320471201,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-10-22,2025-10-11,2026.3,0,0.1759739682455223,alto_riesgo,356.5760518559018,1669.723948144098
CXC_000085,31582281894,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-03-03,2025-10-11,657.54,1,0.5044277486886661,riesgo_medio,331.6814218727455,325.8585781272545
CXC_000086,88769994000,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-02-22,2025-10-11,10984.26,0,0.3805637510523814,alto_riesgo,4180.211188134631,6804.048811865369
CXC_000087,82810718353,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-03-29,2025-10-11,489.48,0,0.44430244323388296,riesgo_medio,217.47715991412105,272.00284008587903
CXC_000088,61895435266,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-07-05,2025-10-11,465.44,1,0.8320273685839246,alta_probabilidad_pago,387.25881843370183,78.18118156629815
CXC_000089,34104778164,S,AHORRO,2106,COMISION TRANSFERENCIA EXTERNA B,2025-04-29,2025-10-11,15590.95,0,0.5002440592180762,riesgo_medio,7799.280115066066,7791.669884933935
CXC_000090,68917881289,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-10-19,2025-10-11,15090.4,0,0.16577715389758632,alto_riesgo,2501.6435631761365,12588.756436823864
CXC_000091,64227378553,S,AHORRO,1157,COMISION CONSULTA SALDO,2025-04-12,2025-10-11,1441.13,0,0.46509102962275023,riesgo_medio,670.2566355202341,770.8733644797661
CXC_000092,10806676743,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-02-25,2025-10-11,3292.33,1,0.3079051370748202,alto_riesgo,1013.7253199455428,2278.604680054457
CXC_000093,36659741028,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-07-06,2025-10-11,756.8,1,0.8314523428114928,alta_probabilidad_pago,629.2431330397377,127.55686696026223
CXC_000094,50513841518,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-11-02,2025-10-11,9373.91,0,0.25517435219549317,alto_riesgo,2391.9814117888554,6981.928588211144
CXC_000095,60560408704,S,AHORRO,1642,CXC DEPOSITO CANAL,2024-12-20,2025-10-11,174.73,0,0.4203032819570518,riesgo_medio,73.43959245635565,101.29040754364433
CXC_000096,42228797009,S,AHORRO,1833,CARGO FISCAL IVA B,2024-10-16,2025-10-11,7212.9,0,0.41267424271099257,riesgo_medio,2976.578045250118,4236.321954749881
CXC_000097,82642926292,S,AHORRO,137,COMISION RETIRO CANAL A,2025-06-11,2025-10-11,1462.18,1,0.7075512019411233,probable_pago,1034.5672164542718,427.61278354572835
CXC_000098,51425659334,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-06-22,2025-10-11,990.9,1,0.727658214724227,probable_pago,721.0365249702365,269.8634750297635
CXC_000099,56387104636,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2025-04-27,2025-10-11,1831.36,1,0.6031374754486526,probable_pago,1104.5618470376444,726.7981529623555
CXC_000100,70425315358,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-03-24,2025-10-11,319.29,0,0.5197748529972133,riesgo_medio,165.95891281348023,153.3310871865198
CXC_000101,60132847265,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-12-04,2025-10-11,1988.38,0,0.3573532693124769,alto_riesgo,710.5540936355429,1277.8259063644573
CXC_000102,15824883372,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-12-14,2025-10-11,10196.1,0,0.34017299679167057,alto_riesgo,3468.4378925875526,6727.662107412448
CXC_000103,31939542173,S,AHORRO,795,PAGO AUTOMATICO TARJETA B,2025-02-12,2025-10-11,5425.68,0,0.45495959550074055,riesgo_medio,2468.465178116458,2957.214821883542
CXC_000104,70674865079,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-06-15,2025-10-11,7270.09,1,0.7323172000287489,probable_pago,5324.011952757007,1946.078047242993
CXC_000105,96749938933,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-05-03,2025-10-11,10405.96,1,0.630247214603259,probable_pago,6558.327305272929,3847.63269472707
CXC_000106,43210648011,S,AHORRO,1128,RETIRO CORRESPONSAL B,2024-12-29,2025-10-11,3007.7,0,0.3941945474603155,alto_riesgo,1185.6189403963908,1822.081059603609
CXC_000107,57461834716,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-12-10,2025-10-11,20270.96,0,0.3155976460927773,alto_riesgo,6397.467260040845,13873.492739959154
CXC_000108,41928589107,S,AHORRO,334,COMISION CONSULTA EXTERNO,2025-04-11,2025-10-11,522.24,1,0.8035174618507801,alta_probabilidad_pago,419.62895927695143,102.6110407230486
CXC_000109,65336636498,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-02-17,2025-10-11,4611.51,0,0.38574723523395954,alto_riesgo,1778.8772327537567,2832.6327672462435
CXC_000110,62992096374,S,AHORRO,574,COMISION RETIRO INTERNACIONAL,2025-04-08,2025-10-11,5129.7,0,0.5698868974516622,riesgo_medio,2923.3488178577913,2206.3511821422085
CXC_000111,18948164912,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2025-04-28,2025-10-11,121133.18,1,0.4812192066121103,riesgo_medio,58291.612774001944,62841.56722599804
CXC_000112,45353496015,S,AHORRO,497,PAGO SERVICIO ELECTRONICO,2025-02-01,2025-10-11,3598.18,1,0.3997894606352756,alto_riesgo,1438.5144414686358,2159.665558531364
CXC_000113,38796359200,S,AHORRO,137,COMISION RETIRO CANAL A,2025-05-13,2025-10-11,125360.81,0,0.5971206623647901,riesgo_medio,74855.5299017866,50505.28009821339
CXC_000114,55580423851,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-06-11,2025-10-11,10493.3,1,0.733522103392658,probable_pago,7697.0674875301775,2796.232512469822
CXC_000115,29354515607,S,AHORRO,176,COMISION RETIRO CORRESPONSAL B,2024-11-02,2025-10-11,5844.56,0,0.21830843056965982,alto_riesgo,1275.9167209702111,4568.643279029789
CXC_000117,65649558682,S,AHORRO,2107,CARGO FISCAL IVA TRASLADO,2025-05-04,2025-10-11,8139.09,0,0.6803511152636855,probable_pago,5537.43895873151,2601.6510412684897
CXC_000118,46707833749,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-06-14,2025-10-11,1158.84,1,0.763065214162081,probable_pago,884.2704927795859,274.5695072204141
CXC_000119,15874406932,S,AHORRO,87,CARGO FISCAL IVA COMISION B,2025-04-18,2025-10-11,96.88,1,0.5798650620402827,riesgo_medio,56.17732721046258,40.70267278953742
CXC_000120,87536673350,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2024-11-08,2025-10-11,10869.64,1,0.2342851730120469,alto_riesgo,2546.5954879786655,8323.044512021334
CXC_000121,44915877052,S,AHORRO,627,TRANSFERENCIA BILLETERA A,2025-01-19,2025-10-11,342.63,0,0.19030726290239944,alto_riesgo,65.20497748824911,277.4250225117509
CXC_000122,41642147834,S,AHORRO,1288,COMPRA ESTABLECIMIENTO A,2025-05-01,2025-10-11,1173.12,1,0.7015233271981989,probable_pago,822.971045602751,350.14895439724893
CXC_000123,11993485980,S,AHORRO,1642,CXC DEPOSITO CANAL,2025-03-18,2025-10-11,1774.98,1,0.6898980257508619,probable_pago,1224.5551977472649,550.4248022527352
CXC_000124,60029393499,S,AHORRO,2106,COMISION TRANSFERENCIA EXTERNA B,2024-11-27,2025-10-11,1278.77,1,0.22112694137984246,alto_riesgo,282.77049882830113,995.9995011716989
CXC_000125,94824833944,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-06-01,2025-10-11,28055.76,1,0.7312942871481005,probable_pago,20517.017009598192,7538.742990401807
CXC_000126,28051623571,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-01-11,2025-10-11,314.19,0,0.2659000229455353,alto_riesgo,83.54312820925773,230.64687179074227
CXC_000127,70670024741,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-12-06,2025-10-11,1243.0,1,0.35241570198350575,alto_riesgo,438.05271756549763,804.9472824345024
CXC_000128,58355412696,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-05-31,2025-10-11,5910.59,1,0.6678531996385317,probable_pago,3947.4064432515092,1963.1835567484907
CXC_000129,71715808242,S,AHORRO,1705,TRANSFERENCIA BOTON DIGITAL,2024-11-30,2025-10-11,951.3,1,0.3099071889985011,alto_riesgo,294.8147088942741,656.4852911057259
CXC_000130,19010919714,S,AHORRO,2107,CARGO FISCAL IVA TRASLADO,2025-06-19,2025-10-11,2220.33,1,0.7617363581637802,probable_pago,1691.306088121786,529.023911878214
CXC_000131,37348865092,S,AHORRO,1157,COMISION CONSULTA SALDO,2025-03-05,2025-10-11,197.2,0,0.3920822552647129,alto_riesgo,77.31862073820137,119.8813792617986
CXC_000132,52616572412,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-04-18,2025-10-11,3035.78,1,0.5473652587184789,riesgo_medio,1661.6805051123838,1374.0994948876164
CXC_000133,73589007280,S,AHORRO,333,CARGO FISCAL IVA A,2024-10-17,2025-10-11,4063.58,0,0.15211688023242825,alto_riesgo,618.1391121748908,3445.4408878251093
CXC_000134,50215918247,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-05-27,2025-10-11,1998.7,1,0.6544700975006232,probable_pago,1308.0893838744958,690.6106161255043
CXC_000135,38289162324,S,AHORRO,87,CARGO FISCAL IVA COMISION B,2025-05-28,2025-10-11,917.94,1,0.6469687681385521,probable_pago,593.8785110251025,324.06148897489754
CXC_000136,69028408985,S,AHORRO,2274,CARGO FISCAL IVA CANAL VIRTUAL,2025-03-03,2025-10-11,751.91,1,0.47796694596510075,riesgo_medio,359.3881263406189,392.521873659381
CXC_000137,26735455988,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-01-11,2025-10-11,4433.77,0,0.2802910370168396,alto_riesgo,1242.745991194153,3191.024008805847
CXC_000138,15196242758,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-04-02,2025-10-11,1859.35,0,0.5471409398227238,riesgo_medio,1017.3265064593814,842.0234935406185
CXC_000139,60773906905,S,AHORRO,2285,APERTURA INVERSION VIRTUAL,2024-10-26,2025-10-11,2019.18,0,0.027457268128559,alto_riesgo,55.441166659823764,1963.7388333401764
CXC_000140,93910877400,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-01-03,2025-10-11,1894.29,0,0.2555177122631602,alto_riesgo,484.02464716298175,1410.265352837018
CXC_000141,34689399752,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-12-25,2025-10-11,6335.09,0,0.3457495147427526,alto_riesgo,2190.3542933516646,4144.7357066483355
CXC_000142,50770802235,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-05-11,2025-10-11,7759.61,1,0.6285921677528896,probable_pago,4877.630070816999,2881.979929183
CXC_000143,79015578681,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2025-05-23,2025-10-11,1784.95,1,0.678340799653358,probable_pago,1210.8044103412615,574.1455896587386
CXC_000144,34740006363,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-01-13,2025-10-11,729.71,0,0.27970814022306417,alto_riesgo,204.10582700217216,525.604172997828
CXC_000145,12970979980,S,AHORRO,834,CARGO FISCAL TRANSACCIONAL,2025-04-23,2025-10-11,10343.08,0,0.5405943186110366,riesgo_medio,5591.41028493944,4751.66971506056
CXC_000146,44408478571,S,AHORRO,1517,COBRO SERVICIO TRANSPORTE,2024-11-30,2025-10-11,618.77,1,0.28947982536109035,alto_riesgo,179.12143153868186,439.64856846131806
CXC_000147,29335940537,D,CORRIENTE,497,PAGO SERVICIO ELECTRONICO,2025-01-23,2025-10-11,2524.26,0,0.46717655516180306,riesgo_medio,1179.275091132733,1344.9849088672672
